sources,sinks,Time-create-MCMF,Time-create-simplex,Time-run-MCMF,Time-run-simplex,Time-run-capacity-maxflow,Time-run-capacity-normal
50,200,0.009000301361083984,0.00899958610534668,0.3639950752258301,0.05998826026916504,4.138000726699829,0.7419664859771729
50,300,0.01400136947631836,0.01399993896484375,0.5740001201629639,0.10798811912536621,7.264052629470825,0.9359691143035889
50,400,0.017000913619995117,0.018000125885009766,0.9039993286132812,0.15600061416625977,9.077414512634277,1.333970069885254
