sources,sinks,Time-create-MCMF,Time-create-simplex,Time-run-MCMF,Time-run-simplex,Time-run-capacity-maxflow,Time-run-capacity-simplex
500,200,0.16722440719604492,0.1678481101989746,19.25575280189514,1.561835527420044,273.28461718559265,92.78822016716003
500,300,0.263993501663208,0.27422213554382324,31.082032918930054,2.669241189956665,265.795289516449,84.89104127883911
500,400,0.3417644500732422,0.34994053840637207,38.36196255683899,3.4334428310394287,170.9430272579193,205.05803847312927
500,500,0.4187150001525879,0.42439699172973633,75.39673519134521,3.7508535385131836,169.5896291732788,126.95866513252258
500,600,0.5256199836730957,0.5278935432434082,68.22681593894958,5.030148983001709,293.4572665691376,159.26212334632874
500,700,0.6155734062194824,0.6164247989654541,89.39461040496826,5.909729957580566,248.89553475379944,176.45737838745117
500,800,0.7117793560028076,0.7152941226959229,100.60976052284241,6.793846130371094,264.98326873779297,231.3122682571411
500,900,0.7500474452972412,0.7570562362670898,112.71557092666626,6.9730823040008545,305.92736744880676,259.86602330207825
500,1000,0.8907098770141602,0.8842587471008301,138.56433606147766,9.029441833496094,321.35477924346924,305.40623140335083
500,1000,0.8690459728240967,0.8858513832092285,139.16220688819885,9.161830425262451,297.4472999572754,280.7873167991638
500,1200,1.0227277278900146,1.0696825981140137,175.0855574607849,11.762162685394287,411.665319442749,372.2185995578766
500,1400,1.2111830711364746,1.238875389099121,218.84679055213928,12.939215421676636,510.19848895072937,433.99849128723145
500,1600,1.3638181686401367,1.3733367919921875,260.9688127040863,14.876251935958862,502.19234347343445,459.7153356075287
500,1800,1.5539708137512207,1.5550458431243896,306.4090509414673,18.448421716690063,596.5449681282043,448.27642154693604
500,2000,1.7673773765563965,1.7998266220092773,399.6701111793518,18.27986764907837,627.9701635837555,525.9422836303711
