sources,sinks,Time-create-MCMF,Time-create-simplex,Time-run-MCMF,Time-run-simplex,Time-run-capacity-maxflow,Time-run-capacity-simplex
400,200,0.1348867416381836,0.13356232643127441,14.133632183074951,1.2558119297027588,177.55343294143677,70.60227417945862
400,300,0.21303701400756836,0.22285175323486328,22.26436996459961,1.9269392490386963,145.62172770500183,79.55273056030273
400,400,0.27456021308898926,0.27606916427612305,41.01641654968262,2.104982614517212,114.81431770324707,99.86572051048279
400,500,0.34992432594299316,0.35541844367980957,38.35620427131653,3.449817419052124,97.41576552391052,95.84817218780518
400,600,0.5551571846008301,0.4236459732055664,48.28981804847717,4.040297746658325,155.01177763938904,146.63130164146423
400,700,0.48876237869262695,0.4856414794921875,59.87884044647217,5.47222113609314,222.82528495788574,152.1242229938507
400,800,0.5629825592041016,0.5608587265014648,72.51696372032166,5.3727662563323975,252.28230452537537,209.3356785774231
400,900,0.6253530979156494,0.6213014125823975,84.42723178863525,5.784461975097656,270.7949683666229,249.57123160362244
400,1000,0.6723263263702393,0.6781318187713623,97.35273814201355,7.3717732429504395,259.67355608940125,239.6071527004242
400,1000,0.6787576675415039,0.6845855712890625,96.72173619270325,6.8730363845825195,264.61999702453613,241.9013421535492
400,1200,0.8189723491668701,0.8262910842895508,125.52602124214172,8.75974440574646,353.94283056259155,334.09475922584534
400,1400,0.9568653106689453,0.960249662399292,161.73800587654114,10.410605669021606,339.59295177459717,299.3325684070587
400,1600,1.0965235233306885,1.1173982620239258,211.33739519119263,11.22495436668396,537.7521679401398,349.2847819328308
400,1800,1.2016737461090088,1.2273085117340088,222.17026448249817,13.43711256980896,515.6663982868195,395.37018489837646
400,2000,1.3441336154937744,1.3438818454742432,260.28045678138733,15.125931978225708,504.4852728843689,408.8520178794861
