sources,sinks,Time-create-MCMF,Time-create-simplex,Time-run-MCMF,Time-run-simplex,Time-run-capacity-maxflow,Time-run-capacity-simplex
100,200,0.03233051300048828,0.03165793418884277,1.5563442707061768,0.2444746494293213,10.693919658660889,10.146531105041504
100,300,0.04919576644897461,0.051700592041015625,2.688612461090088,0.4276144504547119,27.298075914382935,18.259925365447998
100,400,0.06972455978393555,0.07036280632019043,4.176791191101074,0.4787275791168213,30.099392414093018,25.875896215438843
100,500,0.12874579429626465,0.08556699752807617,5.354585647583008,0.6728780269622803,41.71960973739624,36.39204692840576
100,600,0.15335536003112793,0.1027228832244873,7.105534553527832,1.005143404006958,75.4337375164032,45.41195297241211
100,700,0.11907124519348145,0.12097311019897461,8.73743748664856,0.9673924446105957,76.69560027122498,55.06318378448486
100,800,0.1346573829650879,0.13497066497802734,10.65477967262268,1.2019305229187012,62.1782066822052,48.690675497055054
100,900,0.15050745010375977,0.15132498741149902,12.603638410568237,1.345116376876831,70.36789917945862,56.677724838256836
100,1000,0.23559331893920898,0.1684732437133789,14.86402702331543,1.6272907257080078,93.46699237823486,77.57389068603516
100,1000,0.23551034927368164,0.16649866104125977,14.694034337997437,1.6043701171875,90.50457072257996,79.05966854095459
100,1200,0.31604480743408203,0.21459102630615234,19.075291395187378,1.8504016399383545,83.17190051078796,62.88797450065613
100,1400,0.3548417091369629,0.24789929389953613,24.276713132858276,2.204486846923828,124.12518668174744,103.09938454627991
100,1600,0.3927004337310791,0.28478336334228516,28.60684323310852,2.5351507663726807,111.2184042930603,81.40010452270508
100,1800,0.3118762969970703,0.31522703170776367,37.39077067375183,3.1523091793060303,157.7821273803711,120.06835913658142
100,2000,0.3581876754760742,0.34787845611572266,40.02814841270447,3.4639499187469482,172.48351526260376,117.3327476978302
