sources,sinks,Time-create-MWOD,Time-create-MWD,Time-run-MCMF,Time-run-simplex,Time-run-capacity
300,100,0.05530810356140137,0.049085378646850586,4.1567559242248535,3.4654486179351807,108.57216835021973
300,200,0.10582184791564941,0.10861611366271973,10.818420886993408,9.235249280929565,204.63014721870422
300,300,0.15453433990478516,0.15683817863464355,23.38348412513733,21.342899322509766,310.87094354629517
300,400,0.23276329040527344,0.20287179946899414,25.178093194961548,22.280226230621338,395.8066077232361
300,500,0.25382184982299805,0.25485754013061523,32.77761220932007,29.539972066879272,436.9051809310913
300,600,0.29813456535339355,0.30150890350341797,39.79403305053711,37.11446285247803,494.0157799720764
300,700,0.349550724029541,0.35152387619018555,47.89405918121338,42.51143264770508,628.1662368774414
300,800,0.4036064147949219,0.4092700481414795,57.540751218795776,52.014554500579834,539.9894282817841
300,900,0.465789794921875,0.5482513904571533,64.91934370994568,58.4002001285553,755.0847337245941
300,1000,0.5008153915405273,0.505957841873169,73.17234754562378,66.58768343925476,853.656231880188
300,1200,0.6014277935028076,0.6035623550415039,90.87673425674438,82.00503396987915,802.5918619632721
300,1400,0.7228055000305176,0.7066967487335205,112.92869853973389,98.25910449028015,735.2325394153595
300,1600,0.8413665294647217,0.84393310546875,127.37186741828918,116.25084209442139,749.534508228302
300,1800,0.9671375751495361,0.9772303104400635,145.48537588119507,132.60109448432922,1753.2180874347687
300,2000,1.0186643600463867,1.0431954860687256,169.88793516159058,152.95707607269287,896.9811480045319
