sources,sinks,Time-create-MWOD,Time-create-MWD,Time-run-MCMF,Time-run-simplex,Time-run-capacity
100,100,0.01627063751220703,0.016182422637939453,1.0878674983978271,0.8714914321899414,15.849750757217407
100,200,0.04629993438720703,0.03454399108886719,2.0227150917053223,1.620744228363037,30.438522815704346
100,300,0.06502985954284668,0.05171561241149902,3.210545063018799,2.5933098793029785,44.37597060203552
100,400,0.08824491500854492,0.07057499885559082,4.593158006668091,3.6888887882232666,46.900744915008545
100,500,0.08585238456726074,0.08721184730529785,6.1105451583862305,4.911388158798218,68.30284643173218
100,600,0.12985968589782715,0.10608053207397461,7.267564535140991,5.8769025802612305,41.45502042770386
100,700,0.1473093032836914,0.12101292610168457,8.735812187194824,7.13445782661438,180.92139172554016
100,800,0.13704872131347656,0.13855576515197754,10.551033020019531,8.66815710067749,112.57998371124268
100,900,0.15122652053833008,0.15282750129699707,9.401957511901855,7.265013694763184,84.01244139671326
100,1000,0.16968584060668945,0.20253467559814453,13.339772462844849,11.071723222732544,61.84770059585571
100,1200,0.2443554401397705,0.20911335945129395,12.106923580169678,9.224040269851685,56.342073917388916
100,1400,0.2455921173095703,0.24213552474975586,20.596181869506836,17.18292999267578,61.24824380874634
100,1600,0.26836609840393066,0.2698652744293213,16.57684898376465,12.58351469039917,40.694844245910645
100,1800,0.30250096321105957,0.3034379482269287,20.576082229614258,15.969016075134277,244.28473901748657
100,2000,0.33547544479370117,0.3391075134277344,21.6192409992218,16.266179084777832,218.95297813415527
