sources,sinks,Time-create-MWOD,Time-create-MWD,Time-run-MCMF,Time-run-simplex,Time-run-capacity
400,100,0.06839346885681152,0.06867313385009766,6.2794859409332275,5.513906240463257,184.2982316017151
400,200,0.1679074764251709,0.14525985717773438,15.47053337097168,14.18972134590149,377.3566241264343
400,300,0.21331095695495605,0.217909574508667,26.623122930526733,24.842100381851196,526.207765340805
400,400,0.28388500213623047,0.2862052917480469,50.28399467468262,47.84863209724426,701.7101082801819
400,500,0.35446596145629883,0.36316823959350586,50.42390775680542,47.204201221466064,862.594315290451
400,600,0.42296385765075684,0.4333939552307129,64.56937432289124,60.51889228820801,931.5709438323975
400,700,0.49347496032714844,0.49674534797668457,75.81871819496155,72.46942138671875,1088.8625831604004
400,800,0.575305700302124,0.5835106372833252,88.66827940940857,83.201416015625,1062.3251032829285
400,900,0.6417562961578369,0.6583001613616943,101.9010112285614,96.14399218559265,1251.8014805316925
400,1000,0.7006275653839111,0.7021374702453613,114.77737092971802,109.18299722671509,1585.3520398139954
400,1200,0.8429398536682129,0.8463375568389893,145.19539427757263,137.33479118347168,1852.3254475593567
400,1400,0.9799621105194092,0.985532283782959,172.22602581977844,164.52706909179688,1833.76988697052
400,1600,1.108602523803711,1.1180284023284912,202.63020944595337,193.7804605960846,1916.0544574260712
400,1800,1.2436504364013672,1.2514400482177734,226.3842556476593,224.44983077049255,1890.7003519535065
400,2000,1.3851020336151123,1.3920724391937256,265.9445559978485,249.66180109977722,1900.244134902954
