sources,sinks,Time-create-MWOD,Time-create-MWD,Time-run-MCMF,Time-run-simplex,Time-run-capacity
50,100,0.008520126342773438,0.008147478103637695,0.3597567081451416,0.24077796936035156,4.01053524017334
50,200,0.016404151916503906,0.017150402069091797,0.7808518409729004,0.547842264175415,6.5455169677734375
50,300,0.024071931838989258,0.03515505790710449,1.0049190521240234,0.6653280258178711,11.468347787857056
50,400,0.04593253135681152,0.032088279724121094,1.2845396995544434,0.8273618221282959,17.538801670074463
50,500,0.05269742012023926,0.03956937789916992,2.062180280685425,1.5189635753631592,11.331807613372803
50,600,0.04905080795288086,0.0503230094909668,2.0150763988494873,1.2815840244293213,11.494369268417358
50,700,0.07617902755737305,0.06006121635437012,2.2829208374023438,1.516793966293335,38.356261014938354
50,800,0.07239508628845215,0.07025551795959473,3.003706693649292,1.9665248394012451,41.9478702545166
50,900,0.0775153636932373,0.08217978477478027,3.2504053115844727,2.1090493202209473,37.52368688583374
50,1000,0.0864408016204834,0.10942220687866211,3.778956174850464,2.5593297481536865,36.79096293449402
50,1200,0.13148999214172363,0.10581254959106445,4.700222969055176,3.2068655490875244,39.0315363407135
50,1400,0.14915871620178223,0.12273240089416504,5.515850067138672,3.712717294692993,48.80568861961365
50,1600,0.13975286483764648,0.13977360725402832,6.546100616455078,4.717972040176392,58.48620581626892
50,1800,0.15338397026062012,0.15690875053405762,7.55906343460083,5.054630756378174,53.36385679244995
50,2000,0.2108137607574463,0.17466259002685547,8.436344623565674,5.966200351715088,128.23177909851074
