sources,sinks,Time-create-MWOD,Time-create-MWD,Time-run-MCMF,Time-run-simplex,Time-run-capacity
800,100,0.15152573585510254,0.1360630989074707,16.565826892852783,14.504382848739624,620.7312252521515
800,200,0.2841043472290039,0.2866654396057129,43.9545624256134,40.40870475769043,1222.4943435192108
800,300,0.414534330368042,0.421126127243042,75.83083915710449,70.1901364326477,1784.030312538147
800,400,0.544590950012207,0.5621662139892578,112.30901956558228,103.82628130912781,2340.094183921814
800,500,0.7944333553314209,0.6990201473236084,152.29389309883118,143.55584359169006,2875.3748831748962
800,600,0.8376498222351074,0.8439085483551025,188.83674216270447,178.51204323768616,3426.5132229328156
800,700,0.9505429267883301,0.954852819442749,240.154687166214,224.95451879501343,3752.676524877548
800,800,1.2557384967803955,1.0961732864379883,355.8907217979431,340.0713107585907,4412.683108091354
800,900,1.2476918697357178,1.2323181629180908,314.89592456817627,296.1052062511444,4595.536443710327
800,1000,1.3865089416503906,1.3844375610351562,352.68389678001404,335.4761755466461,5329.042239665985
800,1200,1.6613209247589111,1.6837854385375977,436.8617057800293,414.0661723613739,6178.425406694412
800,1400,1.9541661739349365,1.9985864162445068,519.6771287918091,485.79812145233154,6905.969059705734
800,1600,2.2328341007232666,2.2290732860565186,623.5853052139282,584.8789231777191,6159.876566410065
800,1800,2.5444297790527344,2.5224220752716064,720.8539054393768,681.6955597400665,6953.938498020172
800,2000,2.779801368713379,2.772163152694702,802.6307933330536,756.4392290115356,8972.01479434967
